id,pair_id,message,label,language,split_role,source,is_synthetic,channel,role,persona,pattern,qc_status,notes
ib_v1_000203,p_102,"Papa MRI slot hold 9500. Technician ke personal QR mri-hold@paytm. Ward se nahi nikal sakta, visiting mat aana.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,parent,medical,accepted,v1 extra matched pair
ib_v1_000204,p_102,Papa MRI 9500 hospital radiology counter se prepaid. Technician QR ignore. Report portal pe aa jayegi.,LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,parent,medical,accepted,v1 extra matched pair
ib_v1_000205,p_103,"Mumma workshop fee 2100 aaj 4 baje. Coordinator ke UPI workshop@okicici. Class hold, ghar mat aana pehle paisa.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,child,fees,accepted,v1 extra matched pair
ib_v1_000206,p_103,"Mumma workshop 2100 school ERP se, last date kal. Coordinator personal UPI nahi chalega.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,child,fees,accepted,v1 extra matched pair
ib_v1_000207,p_104,"Yaar tyre burst, towing 4100 driver ke UPI tow@ybl. Highway dark, aana mat, sirf UPI. Battery 3%.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,friend,stranded_friend,accepted,v1 extra matched pair
ib_v1_000208,p_104,"Yaar tyre slow puncture, 4100 towing company card se. Driver personal UPI skip. Location share kar raha hun mere number se.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,friend,stranded_friend,accepted,v1 extra matched pair
ib_v1_000209,p_105,"Didi mummy ko mat batana, 4800 chahiye naye UPI 4800@oksbi pe. Private baat, chat delete kar dena.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,sister,secrecy,accepted,v1 extra matched pair
ib_v1_000210,p_105,"Didi mummy ke gift 480 ka, mere old UPI pe later. Koi private 4800 nahi, chat rakh sakte ho.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,sister,secrecy,accepted,v1 extra matched pair
ib_v1_000211,p_106,"Using pantry tablet, phone in locker. 1600 snacks UPI pantry-tab@paytm. Don't ping on Teams.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,colleague,borrowed_phone,accepted,v1 extra matched pair
ib_v1_000212,p_106,"Pantry snacks 1600 expense bot pe. Tablet UPI nahi. Teams pe thread daal diya, phone locker se nikal lunga.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,colleague,borrowed_phone,accepted,v1 extra matched pair
ib_v1_000213,p_107,"Bhai 3300 abhi 3300@ybl, kal reverse. Naya handle, purana freeze. Didi ko mat bolna.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,brother,return_tomorrow,accepted,v1 extra matched pair
ib_v1_000214,p_107,"Bhai 330 jo tune cover kiya, kal tere old UPI pe reverse. Freeze kuch nahi, didi ko bata sakte ho.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,brother,return_tomorrow,accepted,v1 extra matched pair
ib_v1_000215,p_108,"Yaar screen spider crack, cafe wifi se. 1900 repair token 1900@okaxis. Shop uncle gussa, call mat.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,friend,phone_broken,accepted,v1 extra matched pair
ib_v1_000216,p_108,"Yaar screen crack, repair 1900 kal shop POS pe. Cafe wale ko UPI mat karna. Mera number same hai.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,friend,phone_broken,accepted,v1 extra matched pair
ib_v1_000217,p_109,"Didi dengue test 3600, lab rider ke UPI rider-lab@ybl. Fasting toot jayega warna, unko ring mat karna.",IMPERSONATION_SCAM,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,scammer,sister,medical,accepted,v1 extra matched pair
ib_v1_000218,p_109,Didi dengue test 3600 lab window pe jaise last CBC. Rider UPI skip. Breakfast ke baad jaungi.,LEGIT_PERSONAL,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,personal,sister,medical,accepted,v1 extra matched pair
ib_v1_000219,p_110,"Papa smart class fee 2700 teacher GPay 2700@paytm aaj only. PTM start, disturb mat karna.",IMPERSONATION_SCAM,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,scammer,parent,fees,accepted,v1 extra matched pair
ib_v1_000220,p_110,Papa smart class 2700 circular wale school account se. Teacher GPay pe fee mat bhejna.,LEGIT_PERSONAL,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,personal,parent,fees,accepted,v1 extra matched pair
ib_v1_000221,p_111,"Bhai metro last train miss, lodge 2400 UPI lodge-temp@oksbi. Borrowed phone, call drop hoga.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,brother,stranded_friend,accepted,v1 extra matched pair
ib_v1_000222,p_111,"Bhai last metro miss, lodge 2400 desk card se. Temp UPI nahi. Subah wali first train le lunga.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,brother,stranded_friend,accepted,v1 extra matched pair
ib_v1_000223,p_112,"Mummy chemist ke counter phone se. 850 medicine UPI chemist-temp@ybl, queue lambi, aana mat.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,parent,borrowed_phone,accepted,v1 extra matched pair
ib_v1_000224,p_112,Mummy medicine 850 pharmacy bill pe card. Chemist personal UPI nahi. Queue se nikal ke call karungi.,LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,parent,borrowed_phone,accepted,v1 extra matched pair
ib_v1_000225,p_113,"Need 1400 on 1400@paytm now for cab, refund tomorrow. Wallet KYC failed. Skip standup notes.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,colleague,return_tomorrow,accepted,v1 extra matched pair
ib_v1_000226,p_113,Cab 1400 Uber business. Personal Paytm refund ki need nahi. Standup mein optional mention.,LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,colleague,return_tomorrow,accepted,v1 extra matched pair
ib_v1_000227,p_114,Papa yeh screenshot mat lena. 5600 temp UPI pe sports kit private. Coach ko call mat karna.,IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,child,secrecy,accepted,v1 extra matched pair
ib_v1_000228,p_114,Papa sports kit 5600 school listed vendor se. Private temp UPI nahi. Screenshot receipt ke liye rakhna theek hai.,LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,child,secrecy,accepted,v1 extra matched pair
ib_v1_000229,p_115,"Didi handset pawn shop mein, yeh naya number. 3100 release UPI pawn@okicici. Location mat poochna.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,sister,phone_broken,accepted,v1 extra matched pair
ib_v1_000230,p_115,"Didi phone theek hai, pawn kuch nahi. 3100 mat bhejna. Kal usual UPI pe shopping split 300 kar dena.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,sister,phone_broken,accepted,v1 extra matched pair
ib_v1_000231,p_116,"Yaar stitches extra 2200, intern ke QR intern-med@paytm. Blood dekh ke aana mat, sirf paisa.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,friend,medical,accepted,v1 extra matched pair
ib_v1_000232,p_116,"Yaar stitches ho gaye, 2200 official discharge bill mein. Intern QR ignore. Photo invoice bhej raha hun.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,friend,medical,accepted,v1 extra matched pair
ib_v1_000233,p_117,"Bhai convocation fee 1800 portal down, student UPI 1800@ybl midnight tak. Admin mail mat kar.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,brother,fees,accepted,v1 extra matched pair
ib_v1_000234,p_117,"Bhai convocation 1800 kal official window. Student UPI skip, portal screenshot rakh.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,brother,fees,accepted,v1 extra matched pair
ib_v1_000235,p_118,"Yaar bus stand agent last ticket 1700 UPI 1700@ybl. Stand ke peeche, aana mat.",IMPERSONATION_SCAM,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,scammer,friend,stranded_friend,accepted,v1 extra matched pair
ib_v1_000236,p_118,"Yaar waitlist official window se. Agent UPI skip. Next bus bhi option hai, 1700 panic nahi.",LEGIT_PERSONAL,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,personal,friend,stranded_friend,accepted,v1 extra matched pair
ib_v1_000237,p_119,"Guard tablet se, 900 parcel COD UPI guard-cod@paytm. Gate wait, bahar mat aana.",IMPERSONATION_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,friend,borrowed_phone,accepted,v1 extra matched pair
ib_v1_000238,p_119,"Parcel Amazon pe already paid. Guard COD UPI skip. Gate pe 2 min, mera number se.",LEGIT_PERSONAL,Hinglish,train,synthetic_v1,True,whatsapp,personal,friend,borrowed_phone,accepted,v1 extra matched pair
ib_v1_000239,p_120,"Yaar 2600 now 2600@oksbi I'll return tomorrow after cash out. Don't save beneficiary, one-time UPI.",IMPERSONATION_SCAM,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,scammer,friend,return_tomorrow,accepted,v1 extra matched pair
ib_v1_000240,p_120,"Yaar 2600 jo tune cover kiya kal tere saved UPI pe wapas. One-time handle mat banana, old ID use karunga.",LEGIT_PERSONAL,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,personal,friend,return_tomorrow,accepted,v1 extra matched pair
ib_v1_000241,,Aapka KYC pending hai. Verify karein is link pe sbi-kyc-now.co.in warna account block.,OTHER_SCAM,Hinglish,train,synthetic_v1,True,sms,scammer,none,kyc,accepted,synthetic control class
ib_v1_000242,,"Dear customer, KYC incomplete. Update at hdfc-verify-kyc.net to avoid debit freeze.",OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,kyc,accepted,synthetic control class
ib_v1_000243,,Income Tax refund Rs 12450 approved. Share OTP 847392 to credit the amount.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,otp,accepted,synthetic control class
ib_v1_000244,,SBI: suspicious txn Rs 49999. Share the OTP you received to reverse it in 2 minutes.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,otp,accepted,synthetic control class
ib_v1_000245,,Aapka ATM card block ho gaya hai. Details update karein is number pe OTP bhejo.,OTHER_SCAM,Hinglish,train,synthetic_v1,True,sms,scammer,none,otp,accepted,synthetic control class
ib_v1_000246,,"RBI escrow: transfer all funds for digital arrest verification, refund in 30 minutes.",OTHER_SCAM,English,train,synthetic_v1,True,whatsapp,scammer,none,digital_arrest,accepted,synthetic control class
ib_v1_000247,,"Police cyber cell: Aadhaar linked to crime. Call now, share OTP or warrant in 24 hours.",OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,digital_arrest,accepted,synthetic control class
ib_v1_000248,,You won a lucky draw of Rs 25 lakh. Pay Rs 1500 GST on UPI lucky-win@ybl to claim.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,lottery,accepted,synthetic control class
ib_v1_000249,,Aap lottery jeet gaye. Claim karne ke liye 999 processing UPI pe bhejo prize@paytm.,OTHER_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,none,lottery,accepted,synthetic control class
ib_v1_000250,,Flipkart refund Rs 1200 stuck. Accept this UPI collect request to receive it today.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,refund,accepted,synthetic control class
ib_v1_000251,,"Sir refund lene ke liye UPI request accept kar do, warna amount lapse ho jayega.",OTHER_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,none,refund,accepted,synthetic control class
ib_v1_000252,,Your loan is pre-approved Rs 3 lakh. Pay Rs 699 GST to 699@oksbi to disburse.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,loan,accepted,synthetic control class
ib_v1_000253,,"Bhai mein Ankit from CashNow. Loan approved, pay 699 GST to my UPI then 30k aayega.",OTHER_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,none,loan,accepted,synthetic control class
ib_v1_000254,,IRCTC refund pending. Claim at https://irctc-railmadad.gov-india.ml before departure.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,phishing,accepted,synthetic control class
ib_v1_000255,,Meta Verified India Rs 299/month. Pay UPI meta-in@okaxis to get blue tick today.,OTHER_SCAM,English,train,synthetic_v1,True,whatsapp,scammer,none,phishing,accepted,synthetic control class
ib_v1_000256,,Your electricity will disconnect in 1 hour. Pay on bescom-pay.tk not the official app.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,utilities,accepted,synthetic control class
ib_v1_000257,,"Bijli bill pending, is short link pe pay karo warna connection cut. Official app mat use.",OTHER_SCAM,Hinglish,train,synthetic_v1,True,sms,scammer,none,utilities,accepted,synthetic control class
ib_v1_000258,,Crypto platform making Rs 8 lakh/month. Start with Rs 30000 on this UPI to join.,OTHER_SCAM,English,train,synthetic_v1,True,whatsapp,scammer,none,investment,accepted,synthetic control class
ib_v1_000259,,"Dost ne MLM bataya, 20000 dalo 3 mahine mein double. UPI id scheme@ybl pe bhejo.",OTHER_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,none,investment,accepted,synthetic control class
ib_v1_000260,,Amazon: your account will be closed. Click amzn-secure-login.co to verify card.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,phishing,accepted,synthetic control class
ib_v1_000261,,"Parcel customs me atka hai, 35 pay karke release kare on customs-pay.tk.",OTHER_SCAM,Hinglish,train,synthetic_v1,True,sms,scammer,none,phishing,accepted,synthetic control class
ib_v1_000262,,UPI Circle: friend added you as secondary. Accept at upi-circle-accept.npci-in.click.,OTHER_SCAM,English,train,synthetic_v1,True,whatsapp,scammer,none,phishing,accepted,synthetic control class
ib_v1_000263,,Bank manager Sharma: dubious deposit Rs 1.2 lakh. Reverse ke liye OTP share karein.,OTHER_SCAM,Hinglish,train,synthetic_v1,True,sms,scammer,none,kyc,accepted,synthetic control class
ib_v1_000264,,Dear customer your debit card will be blocked today due to KYC expiry. Share OTP.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,kyc,accepted,synthetic control class
ib_v1_000265,,Navi loan photo + Aadhaar WhatsApp pe bhejo 1 ghante mein paisa. OTP bhi forward karo.,OTHER_SCAM,Hinglish,train,synthetic_v1,True,whatsapp,scammer,none,loan,accepted,synthetic control class
ib_v1_000266,,"GSTN: file now on gst-india-filing.tk using OTP sent to you, ignore gst.gov.in.",OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,phishing,accepted,synthetic control class
ib_v1_000267,,Paytm KYC failed. Re-kyc pe 1 rupee test UPI accept karo warna wallet freeze.,OTHER_SCAM,Hinglish,train,synthetic_v1,True,sms,scammer,none,kyc,accepted,synthetic control class
ib_v1_000268,,Your PAN is linked to a mule account. Pay Rs 8500 fine via UPI pan-fine@okaxis.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,digital_arrest,accepted,synthetic control class
ib_v1_000269,,"Aapka ration card cancel. Update pe OTP is number pe bhejo, link ration-kyc.tk.",OTHER_SCAM,Hinglish,train,synthetic_v1,True,sms,scammer,none,kyc,accepted,synthetic control class
ib_v1_000270,,Credit card limit increased. Confirm CVV + OTP on hdfc-limit-up.co.in immediately.,OTHER_SCAM,English,train,synthetic_v1,True,sms,scammer,none,otp,accepted,synthetic control class
ib_v1_000271,,"BGMI Mythic skin Rs 500, account transfer after UPI to bgmi-skin-trade@okbizaxis.",OTHER_SCAM,English,train,synthetic_v1,True,whatsapp,scammer,none,investment,accepted,synthetic control class
ib_v1_000272,,WhatsApp: your account ban in 24h. Verify on wa-support-in.tk with SMS code.,OTHER_SCAM,English,train,synthetic_v1,True,whatsapp,scammer,none,phishing,accepted,synthetic control class
ib_v1_000273,,EPFO claim pending. Submit UAN OTP on epfo-claim-in.net to release Rs 42000.,OTHER_SCAM,English,eval_holdout,synthetic_v1,True,sms,scammer,none,otp,accepted,synthetic control class
ib_v1_000274,,Aapke naam FIR. Court fee 15000 RBI escrow UPI escrow-rbi@ybl pe warna arrest.,OTHER_SCAM,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,scammer,none,digital_arrest,accepted,synthetic control class
ib_v1_000275,,Netflix India sharing crackdown. Pay 199 on nflix-pay@ybl to keep your family slot.,OTHER_SCAM,English,eval_holdout,synthetic_v1,True,sms,scammer,none,phishing,accepted,synthetic control class
ib_v1_000276,,Aapka Fastag blacklisted. Recharge 500 on fastag-help.tk not NHAI app.,OTHER_SCAM,Hinglish,eval_holdout,synthetic_v1,True,sms,scammer,none,phishing,accepted,synthetic control class
ib_v1_000277,,Job offer WFH Rs 45000. Pay Rs 999 registration UPI hr-onboard@oksbi.,OTHER_SCAM,English,eval_holdout,synthetic_v1,True,whatsapp,scammer,none,loan,accepted,synthetic control class
ib_v1_000278,,"Aap select hue part time. 999 security deposit UPI pe, kaam kal se.",OTHER_SCAM,Hinglish,eval_holdout,synthetic_v1,True,whatsapp,scammer,none,loan,accepted,synthetic control class
ib_v1_000279,,"Axis alert: unauthorized login Delhi. Share OTP to block, else Rs 2 lakh debit.",OTHER_SCAM,English,eval_holdout,synthetic_v1,True,sms,scammer,none,otp,accepted,synthetic control class
ib_v1_000280,,Aapka UPI PIN expire. Reset pe yeh OTP forward karo support number pe.,OTHER_SCAM,Hinglish,eval_holdout,synthetic_v1,True,sms,scammer,none,otp,accepted,synthetic control class
ib_v1_000281,,"Your payment of Rs 899 to ABC Store was successful. If not you, call the number on the back of your card.",LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000282,,Aapka Rs 899 ka payment ABC Store pe successful raha. Card back pe number pe call karo if not you.,LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000283,,Your order has been shipped and will arrive tomorrow. Track in the Amazon app only.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000284,,"Order ship ho gaya, kal deliver. Tracking Amazon app se, kisi SMS link pe click mat karna.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000285,,"SBI: Rs 2000 debited to merchant Flipkart. If not you, block card in YONO.",LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000286,,SBI: 2000 Flipkart pe debit. Agar aapne nahi kiya toh YONO se card block karo.,LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000287,,Your OTP is 456789 for netbanking login. Do not share it with anyone.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000288,,"Netbanking OTP 456789 hai. Kisi ko mat batana, bank kabhi OTP nahi maangta.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000289,,BESCOM: bill Rs 3840 due 25-Apr. Pay at bescom.org or authorised centres only.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000290,,"Bijli bill 3840, 25 Apr tak bescom.org pe. SMS wale random link pe mat bharna.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000291,,Indane LPG booking IND28475 confirmed. Share OTP only with the delivery person at the door.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000292,,"Indane booking confirm. OTP sirf delivery pe door par dena, call pe nahi.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000293,,Your train ticket has been booked successfully. PNR is in the IRCTC app.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000294,,"Train ticket book ho gayi. PNR IRCTC app mein hai, koi UPI request accept mat karna.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000295,,UIDAI: book Aadhaar update at myaadhaar.uidai.gov.in only. OTP comes after you book.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000296,,Aadhaar update sirf myaadhaar.uidai.gov.in. Pehle OTP kisi ko mat bhejna.,LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000297,,CIBIL score updated to 782. Check at cibil.com with your registered mobile.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000298,,"CIBIL 782 update. cibil.com pe registered mobile se dekho, UPI collect ignore.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000299,,GSTR-3B due 20-Apr. File at gst.gov.in only. We will never ask for OTP on SMS.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000300,,"GSTR due 20 Apr, gst.gov.in. SMS pe OTP maange toh mat dena.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000301,,HDFC: no pending RTGS on your account. Official helpline is 1860-266-0333 only.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000302,,"HDFC: koi pending RTGS nahi. Helpline 1860-266-0333, random number pe mat call.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000303,,Thank you for your purchase at ABC Store. Receipt is in your email.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000304,,"Purchase ke liye thanks, receipt email pe hai. Extra UPI request ignore karo.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000305,,Your refund of Rs 1200 is being processed. Credit in 3-5 days to the original account.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000306,,Refund 1200 original account mein 3-5 din. Collect request accept mat karna.,LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000307,,Flipkart: delivery today 4-6pm. OTP will be asked by the delivery partner at the door.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000308,,"Flipkart aaj 4-6. OTP sirf door pe partner ko, call pe nahi.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000309,,Airtel: recharge Rs 299 successful. Validity 28 days. No extra action needed.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000310,,"Airtel recharge 299 successful, 28 din. Koi extra UPI nahi bhejna.",LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000311,,"ICICI: Rs 500 credited from salary. Available balance in iMobile, no UPI request to confirm.",LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000312,,Salary 500 credit hui iMobile pe. Confirm ke liye koi UPI collect mat accept karna.,LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000313,,Your cab ride with Uber is complete. Rs 247 was charged to your saved card ending 4412.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000314,,Uber ride 247 saved card se kata. Driver ko extra UPI tabhi do jab app me tip ho.,LEGIT_TRANSACTIONAL,Hinglish,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000315,,JioFiber bill Rs 699 auto-pay scheduled. Manage in the MyJio app.,LEGIT_TRANSACTIONAL,English,train,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000316,,JioFiber 699 auto-pay MyJio se. SMS link se payment mat karna.,LEGIT_TRANSACTIONAL,Hinglish,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000317,,Swiggy order delivered. Rate the order in the app. We will not call for UPI.,LEGIT_TRANSACTIONAL,English,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000318,,Swiggy deliver ho gaya. App me rating. Call pe UPI maange toh mat bhejna.,LEGIT_TRANSACTIONAL,Hinglish,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000319,,EPFO: passbook updated. View only on umang.gov.in or the UMANG app.,LEGIT_TRANSACTIONAL,English,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000320,,EPFO passbook update. Sirf UMANG / umang.gov.in. Bahar OTP mat do.,LEGIT_TRANSACTIONAL,Hinglish,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000321,,IRCTC: ticket booked PNR 4218761234. Cancel only in the IRCTC app.,LEGIT_TRANSACTIONAL,English,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000322,,"IRCTC ticket book, PNR app me. Refund ke liye random link mat kholna.",LEGIT_TRANSACTIONAL,Hinglish,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000323,,"PhonePe: you paid Rs 150 to a trusted payee. If this wasn't you, open the app > help.",LEGIT_TRANSACTIONAL,English,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000324,,"PhonePe 150 trusted payee ko. Agar aap nahi the toh app > help, SMS pe reply mat karo.",LEGIT_TRANSACTIONAL,Hinglish,eval_holdout,synthetic_v1,True,sms,institution,none,transactional,accepted,synthetic control class
ib_v1_000325,,Your parcel has been delivered successfully immediately,LEGIT_TRANSACTIONAL,English,train,public_remap,False,sms,institution,none,transactional,accepted,remap:Normal transactional message
ib_v1_000326,,Thank you for your purchase,LEGIT_TRANSACTIONAL,English,train,public_remap,False,sms,institution,none,transactional,accepted,remap:Normal transactional message
ib_v1_000327,,Your train ticket has been booked successfully,LEGIT_TRANSACTIONAL,English,train,public_remap,False,sms,institution,none,transactional,accepted,remap:Normal transactional message
ib_v1_000328,,Your parcel has been delivered successfully,LEGIT_TRANSACTIONAL,English,train,public_remap,False,sms,institution,none,transactional,accepted,remap:Normal transactional message
ib_v1_000329,,Thank you for your purchase immediately,LEGIT_TRANSACTIONAL,English,train,public_remap,False,sms,institution,none,transactional,accepted,remap:Normal transactional message
ib_v1_000330,,Your order has been shipped and will arrive tomorrow immediately,LEGIT_TRANSACTIONAL,English,train,public_remap,False,sms,institution,none,transactional,accepted,remap:Normal transactional message
ib_v1_000331,,Your payment of ₹899 has been received immediately,LEGIT_TRANSACTIONAL,English,train,public_remap,False,sms,institution,none,transactional,accepted,remap:Normal transactional message
